ts,ts_iso,ip_ver,proto,src_ip,src_port,dst_ip,dst_port,frame_len,dns_len,dns_id,qr,opcode,aa,tc,rd,ra,ad,cd,rcode,qdcount,ancount,nscount,arcount,qname,qtype,qtype_name,qclass,edns,edns_udpsize,do,ecs,ecs_scope,answers
1788253880.034268,2026-09-01T09:11:20.034268Z,6,udp,2001:db8:1::f,24578,2001:db8:53::53,53,111,49,36743,0,0,0,0,0,0,0,0,0,1,0,0,1,host-364.contoh.test.,15,MX,1,1,1232.0,0,,,
1788253880.039893,2026-09-01T09:11:20.039893Z,6,udp,2001:db8:53::53,53,2001:db8:1::f,24578,231,169,36743,1,0,0,0,0,0,0,0,0,1,0,3,1,host-364.contoh.test.,15,MX,1,1,1232.0,0,,,
1788253880.057444,2026-09-01T09:11:20.057444Z,6,udp,2001:db8:53::53,53,2001:db8:1::16f,12325,271,209,29135,1,0,0,0,0,0,0,0,0,1,0,4,1,hoSt-264.pOrTal.test.,43,DS,1,1,1232.0,1,,,
1788253880.086419,2026-09-01T09:11:20.086419Z,6,udp,2001:db8:1::1bb,24494,2001:db8:53::53,53,111,49,20522,0,0,0,0,0,0,0,0,0,1,0,0,1,host-246.contoh.test.,28,AAAA,1,1,1232.0,0,,,
1788253880.092329,2026-09-01T09:11:20.092329Z,6,udp,2001:db8:53::53,53,2001:db8:1::1bb,24494,191,129,20522,1,0,0,0,0,0,0,0,0,1,0,2,1,host-246.contoh.test.,28,AAAA,1,1,1232.0,0,,,
1788253880.097034,2026-09-01T09:11:20.097034Z,4,udp,192.0.2.190,25859,198.51.100.53,53,91,49,40381,0,0,0,0,0,0,0,0,0,1,0,0,1,hoSt-000.coNToh.Test.,2,NS,1,1,1232.0,0,,,
1788253880.14233,2026-09-01T09:11:20.142330Z,4,udp,198.51.100.53,53,192.0.2.190,25859,251,209,40381,1,0,0,0,0,0,0,0,0,1,0,4,1,hoSt-000.coNToh.Test.,2,NS,1,1,1232.0,0,,,
1788253880.146807,2026-09-01T09:11:20.146807Z,4,udp,192.0.2.81,3493,198.51.100.53,53,80,38,54417,0,0,0,0,0,0,0,0,0,1,0,0,0,host-248.contoh.test.,1,A,1,0,,0,,,
1788253880.167576,2026-09-01T09:11:20.167576Z,4,udp,198.51.100.53,53,192.0.2.81,3493,170,128,54417,1,0,1,0,0,0,0,0,3,1,0,1,0,host-248.contoh.test.,1,A,1,0,,0,,,
1788253880.187392,2026-09-01T09:11:20.187392Z,6,udp,2001:db8:1::185,38568,2001:db8:53::53,53,112,50,21590,0,0,0,0,0,0,0,0,0,1,0,0,1,host-209.layanan.test.,48,DNSKEY,1,1,1232.0,1,,,
1788253880.19193,2026-09-01T09:11:20.191930Z,6,udp,2001:db8:1::1ef,3352,2001:db8:53::53,53,112,50,22003,0,0,0,0,0,0,0,0,0,1,0,0,1,host-059.layanan.test.,2,NS,1,1,1232.0,0,,,
1788253880.204073,2026-09-01T09:11:20.204073Z,6,udp,2001:db8:1::1f,63855,2001:db8:53::53,53,111,49,27009,0,0,0,0,0,0,0,0,0,1,0,0,1,host-031.kampus.test.,48,DNSKEY,1,1,1232.0,1,,,
1788253880.208342,2026-09-01T09:11:20.208342Z,6,udp,2001:db8:53::53,53,2001:db8:1::1f,63855,193,131,27009,1,0,1,0,0,0,0,0,0,1,1,0,1,host-031.kampus.test.,48,DNSKEY,1,1,1232.0,1,,,host-031.kampus.test. DNSKEY 300 257 3 13 QUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJD
1788253880.214546,2026-09-01T09:11:20.214546Z,6,udp,2001:db8:53::53,53,2001:db8:1::185,38568,232,170,21590,1,0,0,0,0,0,0,0,0,1,0,3,1,host-209.layanan.test.,48,DNSKEY,1,1,1232.0,1,,,
1788253880.229745,2026-09-01T09:11:20.229745Z,6,udp,2001:db8:1::16e,58453,2001:db8:53::53,53,111,49,29525,0,0,0,0,0,0,0,0,0,1,0,0,1,host-017.contoh.test.,1,A,1,1,1400.0,1,,,
1788253880.243951,2026-09-01T09:11:20.243951Z,6,udp,2001:db8:53::53,53,2001:db8:1::1ef,3352,272,210,22003,1,0,0,0,0,0,0,0,0,1,0,4,1,host-059.layanan.test.,2,NS,1,1,1232.0,0,,,
1788253880.24953,2026-09-01T09:11:20.249530Z,6,udp,2001:db8:53::53,53,2001:db8:1::16e,58453,201,139,29525,1,0,1,0,0,0,0,0,3,1,0,1,1,host-017.contoh.test.,1,A,1,1,1232.0,1,,,
1788253880.315003,2026-09-01T09:11:20.315003Z,4,udp,192.0.2.108,48111,198.51.100.53,53,90,48,15706,0,0,0,0,0,0,0,0,0,1,0,0,1,hOSt-214.ARsiP.TESt.,2,NS,1,1,1232.0,1,,,
1788253880.346882,2026-09-01T09:11:20.346882Z,4,udp,198.51.100.53,53,192.0.2.108,48111,180,138,15706,1,0,1,0,0,0,0,0,3,1,0,1,1,hOSt-214.ARsiP.TESt.,2,NS,1,1,1232.0,1,,,
1788253880.357704,2026-09-01T09:11:20.357704Z,6,udp,2001:db8:1::177,20370,2001:db8:53::53,53,110,48,43532,0,0,0,0,0,0,0,0,0,1,0,0,1,host-075.arsip.test.,15,MX,1,1,1232.0,1,,,
1788253880.370274,2026-09-01T09:11:20.370274Z,6,udp,2001:db8:53::53,53,2001:db8:1::177,20370,144,82,43532,1,0,1,0,0,0,0,0,0,1,1,0,1,host-075.arsip.test.,15,MX,1,1,1232.0,1,,,host-075.arsip.test. MX 300 10 mail.example.test.
1788253880.420734,2026-09-01T09:11:20.420734Z,6,udp,2001:db8:1::1aa,24428,2001:db8:53::53,53,111,49,30426,0,0,0,0,0,0,0,0,0,1,0,0,1,host-020.kampus.test.,16,TXT,1,1,1232.0,1,,,
1788253880.424598,2026-09-01T09:11:20.424598Z,6,udp,2001:db8:53::53,53,2001:db8:1::1aa,24428,111,49,30426,1,0,0,0,0,0,0,0,2,1,0,0,1,host-020.kampus.test.,16,TXT,1,1,1232.0,1,,,
1788253880.42576,2026-09-01T09:11:20.425760Z,6,udp,2001:db8:1::53,58603,2001:db8:53::53,53,111,49,55205,0,0,0,0,0,0,0,0,0,1,0,0,1,host-070.kampus.test.,28,AAAA,1,1,1232.0,1,,,
1788253880.436864,2026-09-01T09:11:20.436864Z,6,udp,2001:db8:53::53,53,2001:db8:1::53,58603,231,169,55205,1,0,0,0,0,0,0,0,0,1,0,3,1,host-070.kampus.test.,28,AAAA,1,1,1232.0,1,,,
1788253880.485514,2026-09-01T09:11:20.485514Z,6,udp,2001:db8:1::120,39420,2001:db8:53::53,53,112,50,38925,0,0,0,0,0,0,0,0,0,1,0,0,1,host-016.layanan.test.,28,AAAA,1,1,1232.0,1,,,
1788253880.488642,2026-09-01T09:11:20.488642Z,4,udp,192.0.2.222,60455,198.51.100.53,53,91,49,4820,0,0,0,0,0,0,0,0,0,1,0,0,1,host-001.PORtAl.TEsT.,1,A,1,1,1232.0,1,,,
1788253880.492715,2026-09-01T09:11:20.492715Z,6,udp,2001:db8:53::53,53,2001:db8:1::120,39420,140,78,38925,1,0,1,0,0,0,0,0,0,1,1,0,1,host-016.layanan.test.,28,AAAA,1,1,1232.0,1,,,host-016.layanan.test. AAAA 300 2001:db8:abcd::10
1788253880.498072,2026-09-01T09:11:20.498072Z,4,udp,198.51.100.53,53,192.0.2.222,60455,107,65,4820,1,0,1,0,0,0,0,0,0,1,1,0,1,host-001.PORtAl.TEsT.,1,A,1,1,1232.0,1,,,host-001.PORtAl.TEsT. A 300 203.0.113.10
1788253880.53038,2026-09-01T09:11:20.530380Z,6,udp,2001:db8:1::1ae,7939,2001:db8:53::53,53,111,49,28042,0,0,0,0,0,0,0,0,0,1,0,0,1,host-353.contoh.test.,43,DS,1,1,1232.0,1,,,
1788253880.534903,2026-09-01T09:11:20.534903Z,6,udp,2001:db8:53::53,53,2001:db8:1::1ae,7939,159,97,28042,1,0,1,0,0,0,0,0,0,1,1,0,1,host-353.contoh.test.,43,DS,1,1,1232.0,1,,,host-353.contoh.test. DS 300 12345 13 2 A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1
1788253880.547498,2026-09-01T09:11:20.547498Z,6,udp,2001:db8:1::10a,43492,2001:db8:53::53,53,111,49,22585,0,0,0,0,0,0,0,0,0,1,0,0,1,hoSt-176.KampUS.TEST.,1,A,1,1,1232.0,1,,,
1788253880.551919,2026-09-01T09:11:20.551919Z,6,udp,2001:db8:1::6,5575,2001:db8:53::53,53,110,48,12958,0,0,0,0,0,0,0,0,0,1,0,0,1,host-009.arsip.test.,28,AAAA,1,1,1232.0,1,,,
1788253880.556753,2026-09-01T09:11:20.556753Z,6,udp,2001:db8:53::53,53,2001:db8:1::6,5575,138,76,12958,1,0,1,0,0,0,0,0,0,1,1,0,1,host-009.arsip.test.,28,AAAA,1,1,1232.0,1,,,host-009.arsip.test. AAAA 300 2001:db8:abcd::10
1788253880.564838,2026-09-01T09:11:20.564838Z,6,udp,2001:db8:53::53,53,2001:db8:1::10a,43492,127,65,22585,1,0,1,0,0,0,0,0,0,1,1,0,1,hoSt-176.KampUS.TEST.,1,A,1,1,1232.0,1,,,hoSt-176.KampUS.TEST. A 300 203.0.113.10
1788253880.565282,2026-09-01T09:11:20.565282Z,6,udp,2001:db8:1::8e,47016,2001:db8:53::53,53,111,49,46871,0,0,0,0,0,0,0,0,0,1,0,0,1,HoSt-282.kAmPUs.teSt.,1,A,1,1,1232.0,1,,,
1788253880.581961,2026-09-01T09:11:20.581961Z,6,udp,2001:db8:1::12d,25933,2001:db8:53::53,53,111,49,8452,0,0,0,0,0,0,0,0,0,1,0,0,1,host-000.contoh.test.,1,A,1,1,1400.0,1,,,
1788253880.601413,2026-09-01T09:11:20.601413Z,6,udp,2001:db8:1::1f,64213,2001:db8:53::53,53,112,50,10195,0,0,0,0,0,0,0,0,0,1,0,0,1,hOSt-238.LAYaNan.tesT.,28,AAAA,1,1,1232.0,1,,,
1788253880.612894,2026-09-01T09:11:20.612894Z,6,udp,2001:db8:53::53,53,2001:db8:1::1f,64213,202,140,10195,1,0,1,0,0,0,0,0,3,1,0,1,1,hOSt-238.LAYaNan.tesT.,28,AAAA,1,1,1232.0,1,,,
1788253880.613151,2026-09-01T09:11:20.613151Z,6,udp,2001:db8:1::3e,24651,2001:db8:53::53,53,111,49,55951,0,0,0,0,0,0,0,0,0,1,0,0,1,host-055.kampus.test.,2,NS,1,1,1232.0,1,,,
1788253880.613477,2026-09-01T09:11:20.613477Z,4,udp,192.0.2.31,1097,198.51.100.53,53,91,49,59067,0,0,0,0,0,0,0,0,0,1,0,0,1,hOsT-080.ConTOh.TEST.,28,AAAA,1,1,1400.0,1,,,
1788253880.616547,2026-09-01T09:11:20.616547Z,4,udp,198.51.100.53,53,192.0.2.31,1097,119,77,59067,1,0,1,0,0,0,0,0,0,1,1,0,1,hOsT-080.ConTOh.TEST.,28,AAAA,1,1,1232.0,1,,,hOsT-080.ConTOh.TEST. AAAA 300 2001:db8:abcd::10
1788253880.617755,2026-09-01T09:11:20.617755Z,6,udp,2001:db8:1::1b9,62705,2001:db8:53::53,53,111,49,20721,0,0,0,0,0,0,0,0,0,1,0,0,1,Host-212.CONtOH.tESt.,1,A,1,1,1232.0,1,,,
1788253880.621856,2026-09-01T09:11:20.621856Z,6,udp,2001:db8:53::53,53,2001:db8:1::1b9,62705,271,209,20721,1,0,0,0,0,0,0,0,0,1,0,4,1,Host-212.CONtOH.tESt.,1,A,1,1,1232.0,1,,,
1788253880.622187,2026-09-01T09:11:20.622187Z,6,udp,2001:db8:53::53,53,2001:db8:1::8e,47016,201,139,46871,1,0,1,0,0,0,0,0,3,1,0,1,1,HoSt-282.kAmPUs.teSt.,1,A,1,1,1232.0,1,,,
1788253880.625716,2026-09-01T09:11:20.625716Z,6,udp,2001:db8:53::53,53,2001:db8:1::3e,24651,191,129,55951,1,0,0,0,0,0,0,0,0,1,0,2,1,host-055.kampus.test.,2,NS,1,1,1232.0,1,,,
1788253880.63539,2026-09-01T09:11:20.635390Z,6,udp,2001:db8:53::53,53,2001:db8:1::12d,25933,127,65,8452,1,0,1,0,0,0,0,0,0,1,1,0,1,host-000.contoh.test.,1,A,1,1,1232.0,1,,,host-000.contoh.test. A 300 203.0.113.10
1788253880.646282,2026-09-01T09:11:20.646282Z,4,udp,192.0.2.236,38588,198.51.100.53,53,91,49,11450,0,0,0,0,0,0,0,0,0,1,0,0,1,HOst-349.conTOH.TEst.,1,A,1,1,1400.0,0,,,
1788253880.654066,2026-09-01T09:11:20.654066Z,4,udp,198.51.100.53,53,192.0.2.236,38588,251,209,11450,1,0,0,0,0,0,0,0,0,1,0,4,1,HOst-349.conTOH.TEst.,1,A,1,1,1232.0,0,,,
1788253880.662196,2026-09-01T09:11:20.662196Z,4,udp,192.0.2.225,26823,198.51.100.53,53,90,48,61146,0,0,0,0,0,0,0,0,0,1,0,0,1,hOSt-035.aRSIp.tesT.,1,A,1,1,1232.0,1,,,
1788253880.66301,2026-09-01T09:11:20.663010Z,6,udp,2001:db8:1::9a,56820,2001:db8:53::53,53,110,48,35228,0,0,0,0,0,0,0,0,0,1,0,0,1,HOst-075.ARSiP.teSt.,1,A,1,1,1232.0,1,,,
1788253880.665517,2026-09-01T09:11:20.665517Z,4,udp,198.51.100.53,53,192.0.2.225,26823,210,168,61146,1,0,0,0,0,0,0,0,0,1,0,3,1,hOSt-035.aRSIp.tesT.,1,A,1,1,1232.0,1,,,
1788253880.667036,2026-09-01T09:11:20.667036Z,6,udp,2001:db8:53::53,53,2001:db8:1::9a,56820,190,128,35228,1,0,0,0,0,0,0,0,0,1,0,2,1,HOst-075.ARSiP.teSt.,1,A,1,1,1232.0,1,,,
1788253880.804013,2026-09-01T09:11:20.804013Z,6,udp,2001:db8:1::1c0,33335,2001:db8:53::53,53,111,49,57299,0,0,0,0,0,0,0,0,0,1,0,0,1,HOSt-063.cOntoh.TeST.,1,A,1,1,1232.0,1,,,
1788253880.820658,2026-09-01T09:11:20.820658Z,6,udp,2001:db8:53::53,53,2001:db8:1::1c0,33335,231,169,57299,1,0,0,0,0,0,0,0,0,1,0,3,1,HOSt-063.cOntoh.TeST.,1,A,1,1,1232.0,1,,,
1788253880.911426,2026-09-01T09:11:20.911426Z,4,udp,192.0.2.108,16851,198.51.100.53,53,91,49,27751,0,0,0,0,0,0,0,0,0,1,0,0,1,hOST-007.kaMPUs.teSt.,48,DNSKEY,1,1,1232.0,0,,,
1788253880.915023,2026-09-01T09:11:20.915023Z,6,udp,2001:db8:1::e2,56094,2001:db8:53::53,53,111,49,14215,0,0,0,0,1,0,0,0,0,1,0,0,1,host-102.kampus.test.,1,A,1,1,1232.0,0,,,
1788253880.922395,2026-09-01T09:11:20.922395Z,4,udp,198.51.100.53,53,192.0.2.108,16851,173,131,27751,1,0,1,0,0,0,0,0,0,1,1,0,1,hOST-007.kaMPUs.teSt.,48,DNSKEY,1,1,1232.0,0,,,hOST-007.kaMPUs.teSt. DNSKEY 300 257 3 13 QUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJD
1788253880.925518,2026-09-01T09:11:20.925518Z,6,udp,2001:db8:53::53,53,2001:db8:1::e2,56094,271,209,14215,1,0,0,0,1,0,0,0,0,1,0,4,1,host-102.kampus.test.,1,A,1,1,1232.0,0,,,
1788253880.991352,2026-09-01T09:11:20.991352Z,6,udp,2001:db8:1::1ca,44314,2001:db8:53::53,53,110,48,47100,0,0,0,0,0,0,0,0,0,1,0,0,1,host-330.arsip.test.,2,NS,1,1,1232.0,0,,,
1788253881.010502,2026-09-01T09:11:21.010502Z,4,udp,192.0.2.76,9037,198.51.100.53,53,91,49,22236,0,0,0,0,0,0,0,0,0,1,0,0,1,HOSt-108.POrTAL.teST.,1,A,1,1,1232.0,1,,,
1788253881.030806,2026-09-01T09:11:21.030806Z,4,udp,198.51.100.53,53,192.0.2.76,9037,211,169,22236,1,0,0,0,0,0,0,0,0,1,0,3,1,HOSt-108.POrTAL.teST.,1,A,1,1,1232.0,1,,,
1788253881.041224,2026-09-01T09:11:21.041224Z,6,udp,2001:db8:53::53,53,2001:db8:1::1ca,44314,190,128,47100,1,0,0,0,0,0,0,0,0,1,0,2,1,host-330.arsip.test.,2,NS,1,1,1232.0,0,,,
1788253881.06911,2026-09-01T09:11:21.069110Z,6,udp,2001:db8:1::23,47021,2001:db8:53::53,53,111,49,30004,0,0,0,0,0,0,0,0,0,1,0,0,1,hOSt-130.CoNToh.TEst.,1,A,1,1,1232.0,1,,,
1788253881.074435,2026-09-01T09:11:21.074435Z,6,udp,2001:db8:53::53,53,2001:db8:1::23,47021,191,129,30004,1,0,0,0,0,0,0,0,0,1,0,2,1,hOSt-130.CoNToh.TEst.,1,A,1,1,1232.0,1,,,
1788253881.105198,2026-09-01T09:11:21.105198Z,4,udp,192.0.2.3,33792,198.51.100.53,53,92,50,51535,0,0,0,0,0,0,0,0,0,1,0,0,1,HoSt-006.lAYANaN.tEsT.,43,DS,1,1,1232.0,1,,,
1788253881.110475,2026-09-01T09:11:21.110475Z,6,udp,2001:db8:1::13d,44479,2001:db8:53::53,53,111,49,1851,0,0,0,0,0,0,0,0,0,1,0,0,1,host-017.contoh.test.,16,TXT,1,1,1232.0,0,,,
1788253881.115918,2026-09-01T09:11:21.115918Z,6,udp,2001:db8:1::e4,49415,2001:db8:53::53,53,111,49,39442,0,0,0,0,0,0,0,1,0,1,0,0,1,host-046.portal.test.,28,AAAA,1,1,1232.0,1,,,
1788253881.134672,2026-09-01T09:11:21.134672Z,4,udp,198.51.100.53,53,192.0.2.3,33792,172,130,51535,1,0,0,0,0,0,0,0,0,1,0,2,1,HoSt-006.lAYANaN.tEsT.,43,DS,1,1,1232.0,1,,,
1788253881.138432,2026-09-01T09:11:21.138432Z,6,udp,2001:db8:53::53,53,2001:db8:1::13d,44479,201,139,1851,1,0,1,0,0,0,0,0,3,1,0,1,1,host-017.contoh.test.,16,TXT,1,1,1232.0,0,,,
1788253881.140608,2026-09-01T09:11:21.140608Z,6,udp,2001:db8:1::186,23186,2001:db8:53::53,53,110,48,61089,0,0,0,0,0,0,0,0,0,1,0,0,1,host-255.arsip.test.,43,DS,1,1,1232.0,0,,,
1788253881.147542,2026-09-01T09:11:21.147542Z,6,udp,2001:db8:1::d8,37403,2001:db8:53::53,53,111,49,46086,0,0,0,0,0,0,0,0,0,1,0,0,1,host-050.portal.test.,2,NS,1,1,1232.0,1,,,
1788253881.148673,2026-09-01T09:11:21.148673Z,6,udp,2001:db8:53::53,53,2001:db8:1::e4,49415,191,129,39442,1,0,0,0,0,0,0,1,0,1,0,2,1,host-046.portal.test.,28,AAAA,1,1,1232.0,1,,,
1788253881.15641,2026-09-01T09:11:21.156410Z,6,udp,2001:db8:53::53,53,2001:db8:1::d8,37403,141,79,46086,1,0,1,0,0,0,0,0,0,1,1,0,1,host-050.portal.test.,2,NS,1,1,1232.0,1,,,host-050.portal.test. NS 300 ns1.example.test.
1788253881.157346,2026-09-01T09:11:21.157346Z,6,udp,2001:db8:1::158,49572,2001:db8:53::53,53,112,50,9504,0,0,0,0,0,0,0,1,0,1,0,0,1,host-209.layanan.test.,1,A,1,1,1232.0,1,,,
1788253881.170119,2026-09-01T09:11:21.170119Z,6,udp,2001:db8:53::53,53,2001:db8:1::158,49572,128,66,9504,1,0,1,0,0,0,0,1,0,1,1,0,1,host-209.layanan.test.,1,A,1,1,1232.0,1,,,host-209.layanan.test. A 300 203.0.113.10
1788253881.170371,2026-09-01T09:11:21.170371Z,6,udp,2001:db8:53::53,53,2001:db8:1::186,23186,190,128,61089,1,0,0,0,0,0,0,0,0,1,0,2,1,host-255.arsip.test.,43,DS,1,1,1232.0,0,,,
1788253881.171218,2026-09-01T09:11:21.171218Z,6,udp,2001:db8:1::194,40206,2001:db8:53::53,53,111,49,11292,0,0,0,0,0,0,0,0,0,1,0,0,1,host-014.contoh.test.,43,DS,1,1,1232.0,1,,,
1788253881.173603,2026-09-01T09:11:21.173603Z,6,udp,2001:db8:53::53,53,2001:db8:1::194,40206,159,97,11292,1,0,1,0,0,0,0,0,0,1,1,0,1,host-014.contoh.test.,43,DS,1,1,1232.0,1,,,host-014.contoh.test. DS 300 12345 13 2 A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1
1788253881.222067,2026-09-01T09:11:21.222067Z,6,udp,2001:db8:1::bd,9320,2001:db8:53::53,53,111,49,47865,0,0,0,0,0,0,0,0,0,1,0,0,1,host-049.kampus.test.,2,NS,1,1,1400.0,1,,,
1788253881.227771,2026-09-01T09:11:21.227771Z,6,udp,2001:db8:53::53,53,2001:db8:1::bd,9320,271,209,47865,1,0,0,0,0,0,0,0,0,1,0,4,1,host-049.kampus.test.,2,NS,1,1,1232.0,1,,,
1788253881.252724,2026-09-01T09:11:21.252724Z,4,udp,192.0.2.183,15823,198.51.100.53,53,80,38,4544,0,0,0,0,0,0,0,0,0,1,0,0,0,host-327.pOrtAL.test.,48,DNSKEY,1,0,,0,,,
1788253881.261951,2026-09-01T09:11:21.261951Z,4,udp,198.51.100.53,53,192.0.2.183,15823,162,120,4544,1,0,1,0,0,0,0,0,0,1,1,0,0,host-327.pOrtAL.test.,48,DNSKEY,1,0,,0,,,host-327.pOrtAL.test. DNSKEY 300 257 3 13 QUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJD
1788253881.297946,2026-09-01T09:11:21.297946Z,4,udp,192.0.2.109,7598,198.51.100.53,53,91,49,38848,0,0,0,0,0,0,0,0,0,1,0,0,1,Host-304.kampuS.tesT.,2,NS,1,1,1400.0,1,,,
1788253881.305771,2026-09-01T09:11:21.305771Z,4,udp,192.0.2.58,30281,198.51.100.53,53,91,49,13805,0,0,0,0,0,0,0,0,0,1,0,0,1,HOsT-044.porTAl.tEst.,43,DS,1,1,1232.0,1,,,
1788253881.309666,2026-09-01T09:11:21.309666Z,6,udp,2001:db8:1::199,34333,2001:db8:53::53,53,111,49,13929,0,0,0,0,0,0,0,0,0,1,0,0,1,host-015.kampus.test.,2,NS,1,1,1232.0,0,,,
1788253881.329872,2026-09-01T09:11:21.329872Z,4,udp,198.51.100.53,53,192.0.2.58,30281,251,209,13805,1,0,0,0,0,0,0,0,0,1,0,4,1,HOsT-044.porTAl.tEst.,43,DS,1,1,1232.0,1,,,
1788253881.336268,2026-09-01T09:11:21.336268Z,6,udp,2001:db8:53::53,53,2001:db8:1::199,34333,271,209,13929,1,0,0,0,0,0,0,0,0,1,0,4,1,host-015.kampus.test.,2,NS,1,1,1232.0,0,,,
1788253881.36857,2026-09-01T09:11:21.368570Z,4,udp,198.51.100.53,53,192.0.2.109,7598,211,169,38848,1,0,0,0,0,0,0,0,0,1,0,3,1,Host-304.kampuS.tesT.,2,NS,1,1,1232.0,1,,,
1788253881.411737,2026-09-01T09:11:21.411737Z,6,udp,2001:db8:1::72,22422,2001:db8:53::53,53,111,49,63847,0,0,0,0,0,0,0,0,0,1,0,0,1,hoSt-157.KAMPUs.tEsT.,43,DS,1,1,1232.0,1,,,
1788253881.416906,2026-09-01T09:11:21.416906Z,6,udp,2001:db8:53::53,53,2001:db8:1::72,22422,159,97,63847,1,0,1,0,0,0,0,0,0,1,1,0,1,hoSt-157.KAMPUs.tEsT.,43,DS,1,1,1232.0,1,,,hoSt-157.KAMPUs.tEsT. DS 300 12345 13 2 A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1A1
1788253881.417913,2026-09-01T09:11:21.417913Z,6,tcp,2001:db8:1::1f2,10634,2001:db8:53::53,53,125,49,34174,0,0,0,0,0,0,0,0,0,1,0,0,1,host-301.portal.test.,2,NS,1,1,1232.0,1,,,
1788253881.425179,2026-09-01T09:11:21.425179Z,6,tcp,2001:db8:53::53,53,2001:db8:1::1f2,10634,155,79,34174,1,0,1,0,0,0,0,0,0,1,1,0,1,host-301.portal.test.,2,NS,1,1,1232.0,1,,,host-301.portal.test. NS 300 ns1.example.test.
1788253881.467804,2026-09-01T09:11:21.467804Z,4,udp,192.0.2.63,61287,198.51.100.53,53,90,48,61459,0,0,0,0,0,0,0,0,0,1,0,0,1,host-289.arsip.test.,1,A,1,1,1232.0,1,,,
1788253881.493583,2026-09-01T09:11:21.493583Z,4,udp,198.51.100.53,53,192.0.2.63,61287,170,128,61459,1,0,0,0,0,0,0,0,0,1,0,2,1,host-289.arsip.test.,1,A,1,1,1232.0,1,,,
1788253881.525374,2026-09-01T09:11:21.525374Z,6,udp,2001:db8:1::16,32775,2001:db8:53::53,53,111,49,28847,0,0,0,0,0,0,0,0,0,1,0,0,1,hOSt-010.KaMpUS.tesT.,2,NS,1,1,1232.0,1,,,
1788253881.545266,2026-09-01T09:11:21.545266Z,6,udp,2001:db8:1::1c0,44784,2001:db8:53::53,53,125,63,24156,0,0,0,0,0,0,0,0,0,1,0,0,1,_service._tcp.HoSt-218.COntoh.tEst.,33,SRV,1,1,1232.0,1,,,
1788253881.554091,2026-09-01T09:11:21.554091Z,6,udp,2001:db8:1::19c,55211,2001:db8:53::53,53,111,49,58590,0,0,0,0,0,0,0,0,0,1,0,0,1,host-069.portal.test.,2,NS,1,1,1232.0,0,,,
1788253881.562467,2026-09-01T09:11:21.562467Z,6,udp,2001:db8:53::53,53,2001:db8:1::1c0,44784,245,183,24156,1,0,0,0,0,0,0,0,0,1,0,3,1,_service._tcp.HoSt-218.COntoh.tEst.,33,SRV,1,1,1232.0,1,,,
1788253881.577474,2026-09-01T09:11:21.577474Z,6,udp,2001:db8:1::49,21009,2001:db8:53::53,53,111,49,65363,0,0,0,0,0,0,0,0,0,1,0,0,1,host-051.contoh.test.,1,A,1,1,1232.0,0,,,
1788253881.582589,2026-09-01T09:11:21.582589Z,6,udp,2001:db8:53::53,53,2001:db8:1::49,21009,201,139,65363,1,0,1,0,0,0,0,0,3,1,0,1,1,host-051.contoh.test.,1,A,1,1,1232.0,0,,,
1788253881.584895,2026-09-01T09:11:21.584895Z,6,udp,2001:db8:53::53,53,2001:db8:1::19c,55211,191,129,58590,1,0,0,0,0,0,0,0,0,1,0,2,1,host-069.portal.test.,2,NS,1,1,1232.0,0,,,
1788253881.589734,2026-09-01T09:11:21.589734Z,6,udp,2001:db8:1::a1,18880,2001:db8:53::53,53,111,49,62827,0,0,0,0,0,0,0,0,0,1,0,0,1,HOsT-001.pORTAl.TeSt.,48,DNSKEY,1,1,1232.0,1,,,
1788253881.594219,2026-09-01T09:11:21.594219Z,6,udp,2001:db8:53::53,53,2001:db8:1::a1,18880,193,131,62827,1,0,1,0,0,0,0,0,0,1,1,0,1,HOsT-001.pORTAl.TeSt.,48,DNSKEY,1,1,1232.0,1,,,HOsT-001.pORTAl.TeSt. DNSKEY 300 257 3 13 QUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJDQUJD
1788253881.595638,2026-09-01T09:11:21.595638Z,6,udp,2001:db8:53::53,53,2001:db8:1::16,32775,141,79,28847,1,0,1,0,0,0,0,0,0,1,1,0,1,hOSt-010.KaMpUS.tesT.,2,NS,1,1,1232.0,1,,,hOSt-010.KaMpUS.tesT. NS 300 ns1.example.test.
